NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL
,mjupiter,au,day,,deg,jd,m/s,,,,
Kepler-201 c,,0.557119,151.884058,,90,2455009.41816,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-94 B b,0.619839,0.0334746,2.00839,0,,2456574.359,86.48,Neveu-VanMalle 2014,http://adsabs.harvard.edu/abs/2014A%26A...572A..49N,Neveu-VanMalle 2014,http://adsabs.harvard.edu/abs/2014A%26A...572A..49N
Kepler-208 c,,0.0747634,7.466623,,90,2454965.77383,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-274 b,,0.100488,11.634788,,90,2454973.49696,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-420 b,,0.381935,86.647661,0.772,141.3,2458000,,Santerne 2014,http://adsabs.harvard.edu/abs/2014A%26A...571A..37S,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B
HD 66428 b,2.74962,3.14259,1973,0.465,152.9,2452139,48.3,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B
HD 52265 b,1.07139,0.499878,119.29,0.325,243,2450833.7,42.1,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2000,http://adsabs.harvard.edu/abs/2000ApJ...545..504B
Kepler-75 b,9.98356,0.0807413,8.884924,0.569,63.6,2455002.991,1288,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...554A.114H,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-326 c,,0.0539767,4.580358,,90,2454967.07605,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-249 c,,0.0723886,7.113702,,90,2455007.32459,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-79 c,,0.183622,27.402,0.03,227.73,,,Xie 2013,http://adsabs.harvard.edu/abs/2013ApJS..208...22X,Xie 2013,http://adsabs.harvard.edu/abs/2013ApJS..208...22X
HD 16417 b,0.0669595,0.135435,17.24,0.2,77,2450099.74,5,O'Toole 2009,http://adsabs.harvard.edu/abs/2009ApJ...697.1263O,O'Toole 2009,http://adsabs.harvard.edu/abs/2009ApJ...697.1263O
Kepler-251 c,,0.126914,16.514043,,90,2455009.11632,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-15 b,0.66177,0.0571382,4.942782,0.133933,293.311,2454967.27,78.7,Endl 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...13E,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
HD 205739 b,1.48708,0.894939,279.8,0.27,301,2453390.7,42,Lopez-Morales 2008,http://adsabs.harvard.edu/abs/2008AJ....136.1901L,Lopez-Morales 2008,http://adsabs.harvard.edu/abs/2008AJ....136.1901L
Kepler-302 b,,0.189725,30.184104,,90,2454979.64006,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-317 b,,0.0611582,5.524242,,90,2454968.61931,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-152 c,,0.387942,88.255055,,90,2454986.78027,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-343 b,,0.0844802,8.96855,,90,2454972.38991,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
CoRoT-16 b,0.535943,0.0617874,5.35227,0.33,168.41,2454924.564,61.96,Ollivier 2012,http://adsabs.harvard.edu/abs/2012A%26A...541A.149O,Ollivier 2012,http://adsabs.harvard.edu/abs/2012A%26A...541A.149O
HD 216770 b,0.646927,0.455837,118.45,0.37,281,2452672,30.9,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M
HD 136418 b,1.9935,1.29111,464.3,0.255,12,2455228,44.7,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J
Kepler-59 b,,0.103167,11.8681707,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-98 b,0.010276,0.0260305,1.54168,0,90,,1.82,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
Kepler-192 b,,0.090395,9.926746,,90,2455008.68501,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
beta Pic b,,8.75626,7154,0.021,215,2453795.5,,Chauvin 2012,http://adsabs.harvard.edu/abs/2012A%26A...542A..41C,Lagrange 2009,http://adsabs.harvard.edu/abs/2009A%26A...493L..21L
Kepler-202 c,,0.125725,16.282493,,90,2455013.79623,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
GJ 163 d,0.0926098,1.03037,603.95116,0.373,2.064,2452876.6622,4.42,Bonfils 2013,http://adsabs.harvard.edu/abs/2013A%26A...556A.110B,Bonfils 2013,http://adsabs.harvard.edu/abs/2013A%26A...556A.110B
Kepler-339 c,,0.0715337,6.988055,,90,2454965.5611,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 188015 b,1.46957,1.19018,461.2,0.137,222,2451787,37.6,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Marcy 2005,http://adsabs.harvard.edu/abs/2005ApJ...619..570M
WASP-59 b,0.859026,0.0696866,7.919585,0.1,74,2455830.669,109.6,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H
WASP-54 b,0.630293,0.049881,3.6936411,0.067,62,2455518.091,73,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F
HAT-P-8 b,1.29241,0.0449613,3.076337,0,90,2454437.67582,153.1,Latham 2009,http://adsabs.harvard.edu/abs/2009ApJ...704.1107L,Latham 2009,http://adsabs.harvard.edu/abs/2009ApJ...704.1107L
Kepler-446 b,,0.0159282,1.565409,0,,,,Muirhead 2015,http://adsabs.harvard.edu/abs/2015ApJ...801...18M,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B
WASP-15 b,0.541448,0.0499436,3.7521,0,90,2454584.69819,63.4,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,West 2009,http://adsabs.harvard.edu/abs/2009AJ....137.4834W
Kepler-425 b,0.248704,0.0464979,3.79701816,0,,2454966.508785,34,Hebrard 2014,http://adsabs.harvard.edu/abs/2014A%26A...572A..93H,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B
HD 10180 d,0.0376549,0.128581,16.3567,0.143,292,2454005.3799,2.93,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L
HD 9446 c,1.81548,0.65375,192.9,0.06,100,2454510,63.9,Hebrard 2010,http://adsabs.harvard.edu/abs/2010A&A...513A..69H,Hebrard 2010,http://adsabs.harvard.edu/abs/2010A&A...513A..69H
Kepler-445 b,,0.022904,2.984151,0,,,,Muirhead 2015,http://adsabs.harvard.edu/abs/2015ApJ...801...18M,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B
XO-4 b,1.60219,0.05524,4.1250828,0,90,2454485.933323,168.6,Narita 2010,http://adsabs.harvard.edu/abs/2010PASJ...62L..61N,McCullough 2008,http://adsabs.harvard.edu/abs/2008arXiv0805.2921M
WASP-48 b,0.969551,0.034488,2.143634,0,90,2455364.55043,136.02,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E
HD 37124 b,0.674371,0.533637,154.378,0.054,130,2450305,28.5,Wright 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...93W,Vogt 2000,http://adsabs.harvard.edu/abs/2000ApJ...536..902V
Kepler-89 b,0.0287326,0.0511881,3.743208,0.25,,,3.3,Weiss 2013,http://adsabs.harvard.edu/abs/2013ApJ...768...14W,Weiss 2013,http://adsabs.harvard.edu/abs/2013ApJ...768...14W
WASP-32 b,3.441,0.0390315,2.718661,0,90,2455681.1945,478,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,Maxted 2010,http://adsabs.harvard.edu/abs/2010PASP..122.1465M
Kepler-265 b,,0.0705628,6.846262,,90,2454965.17037,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
OGLE-TR-211 b,0.753425,0.0512842,3.67724,0,90,2453428.334,82,Udalski 2008,http://adsabs.harvard.edu/abs/2008A%26A...482..299U,Udalski 2008,http://adsabs.harvard.edu/abs/2008A%26A...482..299U
gamma Cep b,1.51728,1.9793,905.574,0.12,49.6,2453121.925,27.5,Hatzes 2003,http://adsabs.harvard.edu/abs/2003ApJ...599.1383H,Campbell 1988,http://adsabs.harvard.edu/abs/1988ApJ...331..902C
Kepler-325 b,,0.0536941,4.544439,,90,2454967.9001,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-11 g,,0.465624,118.3807,0,90,2455593.8021,,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L
Kepler-256 b,,0.0270005,1.620493,,90,2454965.06776,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 1605 c,3.50295,3.52689,2111,0.098,241,2454758.3,46.5,Harakawa 2015,http://adsabs.harvard.edu/abs/2015ApJ...806....5H,Harakawa 2015,http://adsabs.harvard.edu/abs/2015ApJ...806....5H
GJ 86 b,4.00104,0.114217,15.76491,0.0416,269,2451903.36,376.7,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Queloz 2000,http://adsabs.harvard.edu/abs/2000A%26A...354...99Q
HR 8799 e,,14.5253,16422,0,,,,Soummer 2011,http://adsabs.harvard.edu/abs/2011ApJ...741...55S,Marois 2010,http://adsabs.harvard.edu/abs/2010Natur.468.1080M
HD 8574 b,1.80603,0.757141,227,0.297,26.6,2453981,58.3,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Perrier 2003,http://adsabs.harvard.edu/abs/2003A%26A...410.1039P
Kepler-269 c,,0.079115,8.127899,,90,2455191.68805,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
MOA-2007-BLG-192L b,,,,,,,,Kubas 2012,http://adsabs.harvard.edu/abs/2012A%26A...540A..78K,Bennett 2008,http://adsabs.harvard.edu/abs/2008AAS...212.1012B
Kepler-250 b,,0.0505253,4.148141,,90,2454966.39095,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 82886 b,1.30477,1.58126,705,0.066,347,2455200,28.7,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J
HD 179949 b,0.902075,0.0439208,3.092514,0.022,192,2451002.36,112.6,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2001,http://adsabs.harvard.edu/abs/2001ApJ...551..507T
HD 2952 b,1.62021,1.22755,311.6,0.129,64,2450112,26.3,Sato 2013,http://adsabs.harvard.edu/abs/2013arXiv1304.4328S,Sato 2013,http://adsabs.harvard.edu/abs/2013arXiv1304.4328S
Kepler-169 e,,0.112418,13.767102,,90,2455007.81064,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
MOA-2009-BLG-319L b,,,,,,,,Miyake 2011,http://adsabs.harvard.edu/abs/2011ApJ...728..120M,Miyake 2011,http://adsabs.harvard.edu/abs/2011ApJ...728..120M
HIP 14810 c,1.27518,0.545404,147.76916,0.153155,327.286,2454671.631,49.8989,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...699L..97W,Wright 2007,http://adsabs.harvard.edu/abs/2007ApJ...657..533W
Kepler-358 c,,0.373844,83.488369,,90,2455021.53814,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 28678 b,1.8997,1.31659,387.1,0.168,128,2455517,33.5,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J
WASP-56 b,0.605178,0.056145,4.617101,0,90,2455730.799,69,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F
Kepler-18 c,,0.0752115,7.64159,0.000338541,30.7316,2455165.831,,Cochran 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....7C,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-215 e,,0.326561,68.16101,,90,2455020.03247,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HATS-6 b,0.319673,0.0362414,3.3252725,0,90,,63,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....149..166H,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....149..166H
Kepler-230 c,,0.398184,91.773242,,90,2455026.83073,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-388 b,,0.0422619,3.173315,,90,2454966.69965,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-107 e,,0.117702,14.749049,,90,2454971.77998,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
CoRoT-8 b,0.215994,0.0633825,6.21229,0,90,2454238.9743,26,Borde 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..66B,Borde 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..66B
Kepler-401 b,,0.115746,14.383035,,90,2454973.55968,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-291 c,,0.0624544,5.700786,,90,2454965.68674,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
CoRoT-20 b,4.24157,0.0901485,9.24285,0.562,56.3,2455265.79074,454,Deleuil 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A.145D,Deleuil 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A.145D
Kepler-292 e,,0.10246,11.97901,,90,2455011.9664,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 96167 b,0.68457,1.34724,498.9,0.71,285,2453057,20.8,Peek 2009,http://adsabs.harvard.edu/abs/2009PASP..121..613P,Peek 2009,http://adsabs.harvard.edu/abs/2009PASP..121..613P
HD 43197 b,0.596868,0.918027,327.8,0.83,251,2454713.8,32.4,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N
HD 37605 c,3.36552,3.81754,2720,0.013,221,2454838,48.9,Wang 2012,http://adsabs.harvard.edu/abs/2012ApJ...761...46W,Wang 2012,http://adsabs.harvard.edu/abs/2012ApJ...761...46W
Kepler-81 b,,0.0554099,5.955,,,,,Xie 2013,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X
HD 183263 b,3.57445,1.49006,626.516,0.35672,233.532,2452111.688,84.0443,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Marcy 2005,http://adsabs.harvard.edu/abs/2005ApJ...619..570M
Kepler-347 c,,0.177529,27.320871,,90,2454987.30618,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-32 c,,0.0676835,8.7522,0,90,2454977.378,,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-23 b,,0.0749015,7.10664,0,90,2454971.3022,,Ford 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..113F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
WASP-23 b,0.871881,0.037022,2.9444256,0,,,145.8,Triaud 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..24T,Triaud 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..24T
11 Com b,16.1284,1.17872,326.03,0.231,94.8,2452899.6,302.8,Liu 2008,http://adsabs.harvard.edu/abs/2008ApJ...672..553L,Liu 2008,http://adsabs.harvard.edu/abs/2008ApJ...672..553L
HD 145377 b,5.78201,0.450064,103.95,0.307,138.1,2454635.4,242.7,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M
Kepler-289 d,,0.328137,66.0634,0.011,,2454965.6404,,Schmitt 2014,http://adsabs.harvard.edu/abs/2014ApJ...795..167S,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B
Kepler-194 c,,0.13095,17.308032,,90,2455009.94169,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
CoRoT-25 b,0.26487,0.0577982,4.86069,0,90,2454576.2156,30,Almenara 2013,http://adsabs.harvard.edu/abs/2013A%26A...555A.118A,Almenara 2013,http://adsabs.harvard.edu/abs/2013A%26A...555A.118A
Kepler-419 c,,1.68144,675.47,0.184,275.3,,,Dawson 2014,http://adsabs.harvard.edu/abs/2014ApJ...791...89D,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B
Kepler-332 b,,0.0758257,7.626324,,90,2454969.01672,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
omicron CrB b,1.47736,0.826048,187.83,0.191,79,2452211,32.25,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64..135S,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64..135S
Kepler-229 c,,0.124621,16.068638,,90,2455006.62165,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
OGLE-TR-132 b,1.16945,0.0303507,1.689868,0,90,2453142.5912,167,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Bouchy 2004,http://adsabs.harvard.edu/abs/2004A%26A...421L..13B
beta Gem b,2.75822,1.75739,589.64001,0.02,354.58,2447739.02,41,Hatzes 2006,http://adsabs.harvard.edu/abs/2006A%26A...457..335H,Hatzes 1993,http://adsabs.harvard.edu/abs/1993ApJ...413..339H
Pr 201 b,0.540155,0.0565986,4.4264,0,90,2455992.861,58.1,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..33Q,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..33Q
WASP-52 b,0.45566,0.0271336,1.7497798,0,90,2455793.68143,84.3,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H
Kepler-337 c,,0.0889716,9.693201,,90,2454965.8115,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-213 b,,0.0356868,2.46236,,90,2455004.83986,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-386 c,,0.168189,25.193458,,90,2454979.43209,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
47 UMa b,2.54589,2.10149,1078,0.032,334,2451917,48.4,Gregory 2010,http://adsabs.harvard.edu/abs/2010MNRAS.403..731G,Butler 1996,http://adsabs.harvard.edu/abs/1996ApJ...464L.153B
HD 240210 b,7.28868,1.33364,501.75,0.15,277.49,2454486.76,161.89,Niedzielski 2009,http://adsabs.harvard.edu/abs/2009ApJ...707..768N,Niedzielski 2009,http://adsabs.harvard.edu/abs/2009ApJ...707..768N
Kepler-304 b,,0.0433417,3.295709,,90,2454966.96482,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-149 d,,0.576836,160.018032,,90,2455084.28348,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-77 b,0.430694,0.0450195,3.57878087,0,90,2455095.865727,59.2,Gandolfi 2013,http://adsabs.harvard.edu/abs/2013A%26A...557A..74G,Gandolfi 2013,http://adsabs.harvard.edu/abs/2013A%26A...557A..74G
HD 109749 b,0.27467,0.0629198,5.24,0,0,2453013.55,28.3,Fischer 2006,http://adsabs.harvard.edu/abs/2006ApJ...637.1094F,Fischer 2006,http://adsabs.harvard.edu/abs/2006ApJ...637.1094F
HD 45364 c,0.658513,0.897549,342.85,0.0974,7.41,2453250.376643117,21.92,Correia 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..521C,Correia 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..521C
Kepler-55 d,,0.0332158,2.211099,,90,2455003.14912,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-327 b,,0.0365246,2.549575,,90,2454965.60488,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-50 b,1.46438,0.0294714,1.9550959,0.009,44,2455561.549,256.6,Gillon 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..88G,Gillon 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..88G
HD 11506 c,0.36,0.774655,223.6,0.24,272,2454127,12.5,Giguere 2015,http://adsabs.harvard.edu/abs/2015ApJ...799...89G,Giguere 2015,http://adsabs.harvard.edu/abs/2015ApJ...799...89G
HD 159243 c,1.9,0.804743,248.4,0.075,69,2456484,56.6,Moutou 2013,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M,Moutou 2013,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M
Kepler-87 c,,0.67057,191.2318,0.039,223.2,2456193.705981,,Ofir 2014,http://adsabs.harvard.edu/abs/2013arXiv1310.2064O,Ofir 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.2064O
Kepler-105 c,,0.0724716,7.125939,,90,2454972.00421,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-98 b,0.828342,0.0356868,2.96264,0,90,2456333.3913,150,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H
Kepler-195 c,,0.205786,34.096863,,90,2454986.81712,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
GJ 3470 b,0.0439856,0.0356088,3.336649,0,90,2456340.72559,9.01,Bonfils 2012,http://adsabs.harvard.edu/abs/2012A%26A...546A..27B,Bonfils 2012,http://adsabs.harvard.edu/abs/2012A%26A...546A..27B
Kepler-290 c,,0.216407,36.77031,,90,2454997.29316,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-334 d,,0.167766,25.09849,,90,2454978.56945,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-273 c,,0.0783802,8.014927,,90,2454967.83202,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
eta Cet c,3.28703,1.91985,744.5,0.025,32.5,,51.7,Trifonov 2014,http://adsabs.harvard.edu/abs/2014A%26A...568A..64T,Trifonov 2014,http://adsabs.harvard.edu/abs/2014A%26A...568A..64T
Kepler-266 b,,0.0689878,6.61833,,90,2455193.3696,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 96127 b,4.00701,1.42112,647.3,0.3,162,2453969.4,104.8,Gettel 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,Gettel 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...28G
Kepler-223 b,,0.0742116,7.384108,,90,2454970.48632,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
